ID,Education,Marital_Status,Income,percent_kids,percent_teenagers,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_age,joining_company,Tot_amnt_spent,last_purchase_day_type,minor_home,total_accept,Total_num_purchase,AOV
7129,PhD,Married,1,0,100,72,73.84,1.83,15.29,2.48,2.8,3.77,8,6,4,13,6,0,0,0,0,0,0,0,1,2,929,Weekday,1,0,31,29.96774194
5866,Graduation,Live_in,1,100,0,39,44.29,1.37,30.14,5.48,3.2,15.53,3,4,1,4,7,0,0,0,0,0,0,0,1,0,219,Weekend,1,0,12,18.25
10521,Graduation,Married,1,50,50,0,36.21,3.45,32.76,7.47,7.47,12.64,4,2,1,5,4,0,0,0,0,0,0,1,0,1,174,Weekday,2,1,12,14.5
7393,Graduation,Live_in,1,50,50,15,60.87,5.43,26.09,4.35,0,3.26,3,2,1,3,5,0,0,0,0,0,0,0,0,3,92,Weekday,2,0,9,10.22222222
7849,PhD,Married,2,0,0,12,19.87,1.81,43.35,15.21,13.5,6.27,1,2,9,13,1,0,0,0,0,0,0,0,1,1,1052,Weekend,0,0,25,42.08
332,Graduation,Married,1,0,100,56,72,0.73,15.64,0,4.36,7.27,3,4,1,6,6,0,1,0,0,0,0,0,1,2,275,Weekday,1,1,14,19.64285714
9847,Master,Married,2,0,100,39,53.32,2.56,8.01,3.41,0,32.71,2,7,4,3,6,0,0,0,0,0,0,0,1,3,587,Weekend,1,0,16,36.6875
531,PhD,Divorced,1,0,100,55,56.62,0.84,23.89,4.57,3.49,10.59,11,8,5,9,6,0,0,0,0,0,0,1,2,3,1662,Weekday,1,1,33,50.36363636
9576,PhD,Live_in,0,100,0,60,54.09,2.52,35.22,1.26,2.52,4.4,3,4,0,4,9,0,0,0,0,0,0,0,0,2,159,Weekend,1,0,11,14.45454545
6906,Master,Widow,2,0,0,73,16.31,4.69,58.79,6.15,7.03,7.03,1,3,10,4,2,0,1,1,1,0,0,1,2,2,1024,Weekday,0,4,18,56.88888889
7419,Master,Divorced,0,100,0,90,22.86,8.57,54.29,0,5.71,8.57,2,2,0,3,6,0,0,0,0,0,0,0,1,0,35,Weekday,1,0,7,5
3170,Master,Live_in,2,0,0,86,37.33,6.33,39.16,3.55,5.47,8.16,1,4,4,6,2,0,0,0,0,0,0,0,1,1,1042,Weekday,0,0,15,69.46666667
8527,Master,Live_in,2,50,50,37,60.51,1.77,30.13,1.01,3.8,2.78,5,6,2,6,7,0,0,0,0,0,0,0,1,1,395,Weekday,2,0,19,20.78947368
7872,PhD,Married,2,0,0,7,32.14,3.77,49.01,0,3.77,11.31,1,6,10,6,5,1,0,1,1,0,0,1,1,3,557,Weekday,0,4,23,24.2173913
9931,PhD,Married,0,50,50,29,55.56,0,11.11,11.11,11.11,11.11,15,0,0,0,19,0,0,0,0,0,0,0,1,0,9,Weekday,2,0,15,0.6
10595,Graduation,Married,0,0,0,19,2.9,8.7,40.58,18.84,5.8,23.19,1,2,0,3,7,0,0,0,0,0,0,0,0,2,69,Weekend,0,0,6,11.5
4609,PhD,Married,1,0,100,14,78.81,0,10.91,1.23,0.82,8.23,3,8,1,6,6,0,0,0,0,0,0,0,1,0,486,Weekday,1,0,18,27
5010,Graduation,Single,0,100,0,72,5.88,23.53,23.53,17.65,2.94,26.47,2,1,0,3,8,0,0,0,0,0,0,0,0,0,34,Weekday,1,0,6,5.666666667
4427,Master,Single,2,0,0,56,39.27,1.98,43.22,2.78,7.84,4.91,1,5,10,12,6,1,0,1,0,0,1,1,0,3,1365,Weekday,0,3,28,48.75
11148,Graduation,Live_in,0,100,0,85,15.38,7.69,30.77,23.08,7.69,15.38,1,1,0,2,8,0,0,0,0,0,0,0,1,2,13,Weekday,1,0,4,3.25
1168,PhD,Married,2,0,0,62,22.98,3.78,64.17,2.43,2.86,3.78,1,4,6,10,2,0,0,0,0,0,0,0,0,3,1401,Weekday,0,0,21,66.71428571
9595,Graduation,Live_in,2,0,0,1,34.24,10.74,51.84,1.27,0,1.91,1,4,5,4,3,0,0,0,0,0,0,1,1,3,1574,Weekday,0,1,14,112.4285714
10163,PhD,Single,2,0,0,28,53.82,3.78,31.75,4.91,2.87,2.87,1,8,4,7,4,0,0,0,0,0,0,1,0,1,1323,Weekday,0,1,20,66.15
2886,Master,Divorced,2,0,100,70,92.11,0,5.92,0,0.99,0.99,4,10,8,10,6,0,1,0,1,0,0,0,1,1,1217,Weekday,1,2,32,38.03125
6710,Master,Single,1,67,33,84,66.02,0.97,12.62,2.91,4.85,12.62,1,2,0,4,6,0,0,0,0,0,0,0,2,3,103,Weekday,3,0,7,14.71428571
5316,Master,Live_in,0,0,0,89,42.86,4.76,21.43,7.14,2.38,21.43,1,2,0,4,7,0,0,0,0,0,0,0,0,2,84,Weekend,0,0,7,12
9029,PhD,Married,2,0,0,73,46.03,2.86,39.26,6.18,3.78,1.89,1,2,8,12,1,0,0,0,0,0,0,0,1,2,1536,Weekday,0,0,23,66.7826087
521,Graduation,Live_in,1,100,0,42,29.95,13.25,34.94,1.03,4.13,16.7,2,8,1,7,7,0,0,0,0,0,0,0,0,3,581,Weekday,1,0,18,32.27777778
1459,PhD,Married,2,0,100,16,71.77,3.77,13.36,7.44,0.86,2.8,1,5,3,5,3,0,0,0,0,0,0,0,1,3,928,Weekday,1,0,14,66.28571429
10241,Master,Divorced,0,0,0,16,0,0,0,42.86,14.29,42.86,1,1,0,2,6,0,0,0,0,0,0,0,1,1,14,Weekday,0,0,4,3.5
1630,Graduation,Single,1,0,100,56,38.21,11.79,23.58,12.97,7.08,6.37,1,4,2,8,4,0,0,0,0,0,0,0,0,1,424,Weekday,1,0,15,28.26666667
3254,Graduation,Married,2,100,0,65,42.4,7.29,24.9,10.73,9.17,5.52,1,5,4,4,2,0,0,0,0,0,0,0,1,1,960,Weekday,1,0,14,68.57142857
9064,Graduation,Married,2,0,0,10,52.93,1.61,29.52,7.97,1.86,6.11,1,6,6,7,4,0,0,1,0,0,0,1,0,3,1555,Weekday,0,2,20,77.75
3678,Graduation,Widow,1,50,50,13,74.39,3.51,10.82,2.29,0,8.99,11,8,3,7,7,0,1,0,0,0,0,1,1,3,656,Weekday,2,2,29,22.62068966
4227,Master,Live_in,0,50,50,78,50.91,0,23.64,7.27,3.64,14.55,3,2,1,3,5,0,0,0,0,0,0,0,1,1,55,Weekday,2,0,9,6.111111111
9467,Graduation,Single,0,100,0,51,15,10,50,15,0,10,1,1,0,3,6,0,0,0,0,0,0,0,0,0,20,Weekday,1,0,5,4
8486,Master,Live_in,0,100,0,27,77.38,0,14.17,2.18,0.82,5.45,4,9,0,4,10,0,0,0,0,0,0,0,1,3,367,Weekday,1,0,17,21.58823529
2186,Master,Live_in,2,0,0,30,41.56,6.29,33.41,7.04,3.59,8.11,1,5,10,6,2,0,1,1,1,0,0,1,0,0,2257,Weekday,0,4,22,102.5909091
3286,PhD,Divorced,0,100,0,71,30.95,4.76,35.71,4.76,4.76,19.05,2,2,0,3,6,0,0,0,0,0,0,0,1,0,42,Weekday,1,0,7,6
8602,Graduation,Divorced,2,0,100,97,39.28,16.4,14.59,14.3,10.01,5.43,2,7,6,11,4,0,0,0,0,0,0,0,1,2,1049,Weekday,1,0,26,40.34615385
3722,Graduation,Single,1,50,50,83,64.58,2.08,16.67,0,0,16.67,2,2,0,3,6,0,0,0,0,0,0,0,1,0,48,Weekday,2,0,7,6.857142857
6715,PhD,Single,1,0,100,3,73.28,2.77,19.27,0,0.88,3.8,6,6,2,11,6,0,0,0,0,0,0,0,2,3,685,Weekday,1,0,25,27.4
4796,Graduation,Divorced,1,0,100,71,46.15,25.64,7.69,7.69,12.82,0,1,1,0,3,2,0,0,0,0,0,0,0,2,0,39,Weekday,1,0,5,7.8
9612,Master,Single,0,0,0,3,2.33,18.6,13.95,9.3,18.6,37.21,1,1,0,3,7,0,0,0,0,0,0,0,0,0,43,Weekday,0,0,5,8.6
3766,Master,Widow,0,0,0,15,11.98,8.5,29.1,12.93,11.26,26.23,3,9,1,8,9,0,0,0,0,0,0,1,1,3,835,Weekday,0,1,21,39.76190476
1399,Graduation,Married,2,0,0,52,26.86,7.52,29.37,11.95,10.89,13.4,1,3,7,9,1,0,0,0,1,0,0,0,1,0,1515,Weekday,0,1,20,75.75
1570,PhD,Live_in,2,0,100,8,63.91,0.87,23.1,4.81,1.83,5.49,2,7,7,10,4,0,0,0,0,0,0,0,2,2,1039,Weekday,1,0,26,39.96153846
3426,Graduation,Divorced,2,100,0,89,65.48,3.82,21.18,3.76,2.88,2.88,3,5,5,13,8,0,0,0,0,0,0,0,1,1,1596,Weekend,1,0,26,61.38461538
3074,PhD,Married,2,0,0,66,66.63,5.85,16.63,1.26,7.82,1.81,1,5,8,4,6,0,0,0,0,0,0,1,0,3,1828,Weekday,0,1,18,101.5555556
8341,PhD,Married,0,100,0,22,44.12,0,17.65,0,2.94,35.29,2,1,1,2,7,1,0,0,0,0,0,1,1,0,34,Weekday,1,2,6,5.666666667
5180,PhD,Divorced,1,0,100,56,85.91,0,10.74,0,0.67,2.68,2,4,0,4,7,0,0,0,0,0,0,0,1,0,149,Weekday,1,0,10,14.9
6461,Master,Single,1,0,100,74,61.42,5.18,16.6,4.55,0.85,11.42,1,5,6,11,2,0,1,0,0,0,0,0,1,2,946,Weekend,1,1,23,41.13043478
7679,PhD,Single,0,0,0,48,21.43,10.71,42.86,21.43,3.57,0,1,1,1,3,3,0,0,0,0,0,0,0,0,0,28,Weekday,0,0,6,4.666666667
10702,Graduation,Single,1,100,0,67,41.11,1.78,29.56,12.44,12.44,2.67,2,7,1,7,7,0,0,0,0,0,0,0,0,3,450,Weekend,1,0,17,26.47058824
7505,PhD,Married,1,50,50,24,47.83,2.17,19.57,0,0,30.43,1,1,1,2,4,0,0,0,0,0,0,0,1,0,46,Weekday,2,0,5,9.2
5113,PhD,Divorced,2,0,0,67,34.31,5.88,49.06,3.82,4.88,2.06,1,5,5,5,2,1,0,0,0,0,0,1,1,1,1702,Weekend,0,2,16,106.375
10858,Graduation,Live_in,2,50,50,38,43.29,3.66,21.59,10.98,16.83,3.66,4,9,5,7,5,0,0,0,0,0,0,0,1,1,820,Weekday,2,0,25,32.8
2961,Graduation,Married,1,100,0,86,45.81,2.62,28.8,14.14,1.57,7.07,2,6,3,4,6,1,0,0,0,0,0,0,0,2,382,Weekday,1,1,15,25.46666667
2747,PhD,Married,2,0,0,90,40.64,6.3,36.12,7.06,1.79,8.09,1,4,10,5,3,0,0,0,0,0,0,0,0,3,2126,Weekday,0,0,20,106.3
3010,Master,Live_in,2,0,0,87,46.25,7.39,29.58,4.78,4.59,7.39,1,4,7,8,1,1,0,1,1,0,0,0,0,0,2069,Weekday,0,3,20,103.45
5790,Graduation,Married,0,100,0,62,34.72,8.33,22.22,27.78,0,6.94,2,2,0,3,8,0,0,0,0,0,0,0,0,2,72,Weekday,1,0,7,10.28571429
6892,Graduation,Divorced,1,0,100,23,87.57,0.96,7.65,0,0,3.83,8,10,4,6,8,0,1,0,1,0,0,0,1,0,732,Weekday,1,2,28,26.14285714
1743,Graduation,Single,2,0,0,99,34.08,10.74,25.97,22.1,1.75,5.37,1,2,3,5,1,0,0,0,0,0,0,0,1,0,801,Weekday,0,0,11,72.81818182
3578,Graduation,Divorced,1,0,100,29,51.69,8.9,18.22,10.59,4.24,6.36,2,3,1,6,6,0,0,0,0,0,0,0,2,1,236,Weekday,1,0,12,19.66666667
8462,Basic,Live_in,0,100,0,52,1.25,5,12.5,36.25,0,45,1,1,1,2,6,1,0,0,0,0,0,0,0,3,80,Weekday,1,1,5,16
5558,PhD,Single,2,0,0,90,60.53,1.84,25.52,3.68,3.74,4.69,1,4,6,4,1,0,0,1,0,0,0,0,2,0,1685,Weekday,0,1,15,112.3333333
4619,PhD,Single,2,0,0,9,2.17,0.72,1.08,0.36,94.58,1.08,0,27,0,0,1,0,0,0,0,0,0,0,2,0,277,Weekday,0,0,27,10.25925926
8780,PhD,Live_in,1,0,100,71,74.56,2.76,13.41,3.75,2.76,2.76,2,3,5,8,3,0,0,0,0,0,0,0,2,2,507,Weekday,1,0,18,28.16666667
10789,PhD,Married,1,50,50,13,61.76,1.47,26.47,4.41,0,5.88,2,2,0,3,7,0,0,0,0,0,0,0,1,2,68,Weekday,2,0,7,9.714285714
10779,Graduation,Single,0,0,0,16,30.61,10.2,28.57,0,8.16,22.45,1,1,0,3,7,0,0,0,0,0,0,0,0,0,49,Weekday,0,0,5,9.8
5896,Master,Married,2,0,0,94,68.51,1.76,20.15,5.04,1.76,2.77,1,4,4,6,2,0,0,0,0,0,0,0,0,0,397,Weekday,0,0,15,26.46666667
2337,Graduation,Divorced,0,100,0,77,23.08,2.56,61.54,5.13,2.56,5.13,3,3,0,3,6,0,0,0,0,0,0,0,1,1,39,Weekday,1,0,9,4.333333333
10951,Graduation,Married,1,0,100,20,91.18,0,5.88,0,0,2.94,2,3,1,8,4,0,1,0,0,0,0,0,1,0,306,Weekday,1,1,14,21.85714286
544,Graduation,Married,1,0,0,51,40.78,6.25,27.15,14.14,6.25,5.43,1,3,4,6,1,0,0,0,0,0,0,0,2,2,976,Weekday,0,0,14,69.71428571
17,PhD,Married,1,0,100,81,61.96,4.57,23.05,1.17,1.85,7.39,4,6,11,7,5,0,0,0,0,0,0,0,1,1,1028,Weekend,1,0,28,36.71428571
10680,Graduation,Live_in,0,100,0,71,64.29,0,22.86,2.86,1.43,8.57,1,3,0,3,7,0,0,0,0,0,0,0,0,0,70,Weekday,1,0,7,10
3265,Graduation,Married,0,0,0,36,45.65,2.17,19.57,15.22,6.52,10.87,1,1,0,3,6,0,0,0,0,0,0,0,1,2,46,Weekday,0,0,5,9.2
5623,Master,Married,0,100,0,95,29.41,7.84,25.49,0,0,37.25,1,1,1,2,7,1,0,0,0,0,0,0,0,1,51,Weekend,1,1,5,10.2
5832,Master,Live_in,2,0,0,32,39.03,14.49,27.87,14.57,1.82,2.22,0,3,5,13,0,0,0,0,0,0,0,0,1,0,1263,Weekend,0,0,21,60.14285714
5544,Graduation,Single,2,0,100,32,64.23,2.68,11.74,10.6,3.56,7.18,2,7,8,5,5,0,1,0,0,0,0,0,1,3,1490,Weekend,1,1,22,67.72727273
6417,Master,Live_in,2,0,0,85,53.01,8.82,27.49,3.84,5.88,0.96,1,4,6,13,2,0,0,0,0,0,0,0,1,3,1564,Weekday,0,0,24,65.16666667
5831,Graduation,Married,2,0,100,93,56.03,2.75,27.55,3.58,2.75,7.33,3,5,5,5,8,0,1,0,1,0,0,1,1,3,1815,Weekday,1,3,18,100.8333333
7101,PhD,Widow,1,0,100,24,79.55,0,5.93,0,0,14.52,6,10,5,10,8,0,0,0,0,0,0,0,1,2,1198,Weekday,1,0,31,38.64516129
10176,Graduation,Single,1,0,100,44,38.22,0,28.85,0,0,32.93,7,4,4,8,8,0,1,0,0,1,0,1,1,3,416,Weekday,1,3,23,18.08695652
2326,Graduation,Married,0,0,0,15,37.65,0,9.41,27.06,4.71,21.18,1,1,0,4,6,0,0,0,0,0,0,0,0,2,85,Weekday,0,0,6,14.16666667
4385,PhD,Single,0,100,0,82,48.94,0,31.91,0,4.26,14.89,2,3,0,3,6,0,0,0,0,0,0,0,0,2,47,Weekend,1,0,8,5.875
2929,Graduation,Single,0,0,0,27,13.14,30.66,17.52,10.95,14.6,13.14,1,2,1,4,7,0,0,0,0,0,0,0,0,2,137,Weekday,0,0,8,17.125
10686,PhD,Live_in,0,50,50,72,71.43,0,19.05,0,0,9.52,1,1,0,2,7,0,0,0,0,0,0,0,1,3,21,Weekday,2,0,4,5.25
2546,Master,Single,0,0,100,7,32.86,5.71,7.14,14.29,7.14,32.86,1,1,0,4,3,0,0,0,0,0,0,0,0,0,70,Weekday,1,0,6,11.66666667
3283,Master,Married,2,0,100,57,22,21.23,11,5.06,20.35,20.35,2,6,2,12,3,0,0,0,0,0,0,0,1,0,909,Weekday,1,0,22,41.31818182
3138,Graduation,Single,2,0,0,84,79,1.61,7.1,4.24,6.44,1.61,0,7,9,6,4,0,1,1,1,1,0,1,1,3,1676,Weekday,0,5,22,76.18181818
4994,Master,Single,2,0,0,53,68.76,1.9,16.2,7.44,3.8,1.9,1,7,5,13,3,0,0,1,0,0,0,0,2,1,1735,Weekend,0,1,26,66.73076923
7966,Graduation,Single,2,50,50,48,42.4,11.5,33.67,8.73,1.85,1.85,3,11,5,11,5,0,0,0,0,0,1,0,1,3,1191,Weekday,2,0,30,39.7
3112,Master,Married,0,100,0,2,8.33,16.67,37.5,0,16.67,20.83,1,1,0,3,5,0,0,0,0,0,0,0,0,1,24,Weekday,1,0,5,4.8
10872,PhD,Married,1,0,100,65,93.32,0,3.81,0,0,2.88,3,4,2,11,8,0,1,0,0,1,0,0,1,3,1182,Weekday,1,2,20,59.1
2181,Graduation,Married,2,0,0,45,27.58,4.77,58.83,3.12,3.59,2.11,1,3,3,7,2,0,0,0,0,0,0,0,1,2,1280,Weekday,0,0,14,91.42857143
1867,Graduation,Single,2,0,0,42,48.8,3.59,26.2,7.04,6.29,8.08,1,9,3,6,5,0,0,0,0,0,0,1,1,3,1336,Weekday,0,1,19,70.31578947
1518,Master,Married,1,50,50,29,50.6,0.8,20.96,3.34,12.15,12.15,5,9,3,7,7,0,0,0,0,0,0,0,1,2,749,Weekday,2,0,24,31.20833333
5734,PhD,Married,1,50,50,83,50.55,4.4,39.56,2.2,2.2,1.1,1,2,0,4,5,0,0,0,0,0,0,0,1,1,91,Weekday,2,0,7,13
2878,PhD,Married,2,0,100,93,39.13,7.49,30.68,1.93,4.11,16.67,2,4,2,7,3,0,0,0,0,0,0,0,2,1,414,Weekday,1,0,15,27.6
1458,Master,Married,0,100,0,40,18.18,6.82,43.18,6.82,6.82,18.18,3,3,0,3,6,0,0,0,0,0,0,0,0,0,44,Weekend,1,0,9,4.888888889
7007,Master,Married,0,100,0,47,26.98,4.76,28.57,4.76,6.35,28.57,2,3,1,2,7,0,0,0,0,0,0,0,1,0,63,Weekend,2,0,8,7.875
6200,Graduation,Married,2,0,100,50,37.74,11.99,20.53,14.43,4.22,11.1,2,6,6,9,3,0,0,0,0,0,0,0,2,2,901,Weekday,1,0,23,39.17391304
1403,Master,Live_in,0,50,50,40,21.05,10.53,39.47,7.89,13.16,7.89,2,1,0,3,7,0,0,0,0,0,0,0,1,3,38,Weekend,2,0,6,6.333333333
4827,PhD,Single,1,0,100,3,33.85,4.84,44.4,8.57,6.59,1.76,5,4,2,9,4,0,0,0,0,0,0,1,1,2,455,Weekday,1,1,20,22.75
6250,PhD,Widow,1,0,100,62,91.61,1.94,3.87,2.58,0,0,3,11,2,8,8,0,0,0,0,0,0,1,2,3,775,Weekday,1,1,24,32.29166667
9291,Master,Married,0,0,100,25,53.33,13.33,26.67,0,0,6.67,1,0,0,3,5,0,0,0,0,0,0,0,1,0,15,Weekend,1,0,4,3.75
2478,Graduation,Married,0,100,0,48,5.26,5.26,10.53,34.21,34.21,10.53,1,1,0,4,4,0,0,0,0,0,0,0,1,1,38,Weekday,1,0,6,6.333333333
1139,PhD,Married,2,0,0,56,69.44,0.93,21.3,0,0.93,7.41,1,5,11,5,2,1,0,1,1,0,0,1,0,0,1512,Weekday,0,4,22,68.72727273
5138,Graduation,Live_in,0,0,100,68,44.19,2.33,32.56,6.98,4.65,9.3,1,1,0,3,8,0,0,0,0,0,0,0,2,3,43,Weekend,1,0,5,8.6
5393,Graduation,Single,0,100,0,64,52.38,0,14.29,14.29,4.76,14.29,1,1,0,3,7,0,0,0,0,0,0,0,0,3,42,Weekday,1,0,5,8.4
10413,Graduation,Married,2,0,0,67,25.16,7.62,19.83,13.87,12.95,20.57,1,4,6,12,1,0,0,0,0,0,0,0,0,0,1089,Weekend,0,0,23,47.34782609
5015,Master,Married,0,100,0,94,41.98,3.7,23.46,1.85,3.7,25.31,2,2,2,3,7,0,0,0,0,0,0,0,0,3,162,Weekday,1,0,9,18
10868,Graduation,Widow,2,0,0,82,27.04,3.54,51.42,8.18,0.86,8.96,2,3,4,10,3,0,0,0,0,0,0,0,2,2,1272,Weekend,0,0,19,66.94736842
10676,Graduation,Married,2,0,0,3,12.36,16.45,39.13,17.48,2.22,12.36,2,3,8,7,2,0,0,0,0,0,0,1,0,3,1173,Weekday,0,1,20,58.65
2495,Master,Married,2,0,100,24,26.59,4.66,42.89,13.6,10.42,1.84,1,4,7,10,1,0,0,0,0,0,0,0,1,0,816,Weekday,1,0,22,37.09090909
7842,Graduation,Single,0,50,50,54,24.32,9.46,45.95,13.51,2.7,4.05,3,3,0,3,8,0,0,0,0,0,0,0,1,2,74,Weekend,2,0,9,8.222222222
9955,Graduation,Live_in,0,0,100,20,51.49,5.97,19.4,8.96,5.22,8.96,2,3,0,4,7,0,0,0,0,0,0,0,2,2,134,Weekday,1,0,9,14.88888889
6663,PhD,Single,1,0,0,96,91.72,0,4.46,0,0,3.82,1,3,1,4,5,0,0,0,0,0,0,0,2,2,157,Weekend,0,0,9,17.44444444
2162,Graduation,Married,1,0,100,19,45.63,6.06,18.36,16.04,5.17,8.73,2,3,3,10,3,0,0,0,0,0,0,0,0,1,561,Weekend,1,0,18,31.16666667
3434,Graduation,Single,2,0,0,60,36.15,5.39,42.44,7.04,0.9,8.08,1,4,4,10,1,0,0,0,0,0,0,0,2,0,1336,Weekend,0,0,19,70.31578947
7919,PhD,Live_in,2,0,0,2,61.42,5.02,31.21,1.34,1,0,1,10,4,8,8,0,0,0,0,0,0,1,0,3,2092,Weekday,0,1,23,90.95652174
5626,PhD,Single,1,0,0,13,73,0.86,19.22,2.38,1.73,2.81,1,4,2,9,4,0,0,0,0,0,0,0,1,1,463,Weekday,0,0,16,28.9375
6428,PhD,Widow,2,0,0,37,53.54,0.88,30.53,7.43,4.78,2.83,1,1,8,7,0,0,0,0,0,0,0,0,2,0,1130,Weekday,0,0,17,66.47058824
8514,Graduation,Live_in,0,100,0,59,40,0,35,15,5,5,1,1,0,3,6,0,0,0,0,0,0,0,0,0,20,Weekday,1,0,5,4
10448,Graduation,Single,1,0,100,55,45.62,10.88,22.81,11.94,1.59,7.16,5,5,3,5,7,1,0,0,0,0,0,0,1,3,377,Weekday,1,1,18,20.94444444
2109,Graduation,Single,2,0,0,60,29.02,4.6,61.59,2.59,1.1,1.1,1,6,11,10,2,0,0,1,0,0,0,1,0,2,1544,Weekend,0,2,28,55.14285714
7530,PhD,Widow,1,50,50,48,48.55,2.9,23.19,12.32,1.45,11.59,3,2,1,4,4,0,0,0,0,0,0,0,2,0,138,Weekday,2,0,10,13.8
8925,Master,Married,2,0,100,38,50.59,5.24,9.68,8,17.69,8.79,3,8,5,10,5,0,0,0,0,0,0,0,1,2,1012,Weekday,1,0,26,38.92307692
3009,PhD,Widow,2,0,0,8,82.79,0.91,7.25,0,0,9.06,1,5,3,6,6,0,1,1,0,1,0,1,1,1,1766,Weekday,0,4,15,117.7333333
6355,Graduation,Married,1,50,50,19,44.44,0,31.11,15.56,6.67,2.22,3,2,0,4,3,0,0,0,0,0,0,0,0,0,45,Weekend,2,0,9,5
3517,Graduation,Single,1,50,50,32,31.06,2.48,27.33,6.21,6.21,26.71,3,3,1,3,9,0,0,0,0,0,0,1,2,2,161,Weekend,2,1,10,16.1
1158,Graduation,Divorced,1,0,100,27,70.83,0.69,10.42,1.39,0,16.67,1,3,0,4,7,0,0,0,0,0,0,0,1,0,144,Weekday,1,0,8,18
6203,Graduation,Live_in,2,0,0,58,28.78,8.59,47,9.98,2.83,2.83,1,6,7,12,3,0,0,0,0,0,0,0,2,1,1734,Weekday,0,0,26,66.69230769
7165,Graduation,Live_in,2,0,100,59,46.29,4.25,20.9,6.8,10.45,11.3,2,8,2,10,5,0,0,0,0,0,0,0,1,1,823,Weekday,1,0,22,37.40909091
3595,Graduation,Live_in,2,0,100,29,55.45,3.78,21,11.25,6.68,1.85,2,6,8,12,3,0,0,0,0,0,0,0,1,0,1138,Weekday,1,0,28,40.64285714
8537,Graduation,Widow,2,0,0,60,36.81,5.6,38.7,8.61,6.58,3.71,1,3,10,7,2,0,0,0,1,0,0,1,2,2,1429,Weekend,0,2,21,68.04761905
4331,Master,Live_in,2,0,0,41,66.59,1.9,27.43,1.24,1.9,0.95,1,3,6,11,1,0,1,1,0,0,0,0,0,0,1371,Weekday,0,2,21,65.28571429
6281,Graduation,Divorced,1,0,100,27,68.53,0,20.26,3.77,4.79,2.65,2,6,3,5,4,1,0,0,0,0,0,0,1,2,982,Weekday,1,1,16,61.375
4338,Graduation,Single,0,100,0,28,52.27,0,20.45,0,0,27.27,1,1,0,3,4,1,0,0,0,0,0,0,0,0,44,Weekday,1,1,5,8.8
2452,Graduation,Live_in,0,50,50,8,62.58,10.38,18.87,2.52,0.94,4.72,5,5,2,5,8,0,0,0,0,0,0,1,1,3,318,Weekday,2,1,17,18.70588235
9507,Graduation,Married,1,0,100,18,60.14,5.3,16.82,0.92,5.3,11.52,2,6,3,5,7,0,0,0,0,0,0,0,1,2,434,Weekend,1,0,16,27.125
8360,Master,Married,1,50,50,76,56.06,8.08,18.69,3.54,4.55,9.09,3,3,1,5,3,0,0,0,0,0,0,0,1,1,198,Weekday,2,0,12,16.5
10311,Graduation,Married,0,0,100,0,4.46,1.11,3.34,0.56,1.11,89.42,0,25,0,0,1,0,0,0,0,0,0,0,1,1,359,Weekday,1,0,25,14.36
5117,Master,Married,0,0,0,32,10.94,26.22,23.78,26.56,3.3,9.2,2,4,4,8,5,0,0,0,0,0,0,0,1,3,576,Weekend,0,0,18,32
4867,PhD,Single,0,50,50,2,65.91,0,20.45,2.27,0,11.36,4,3,0,4,7,0,0,0,0,0,0,0,1,1,88,Weekday,2,0,11,8
9289,Graduation,Married,0,100,0,16,46.03,1.59,26.98,0,4.76,20.63,1,2,1,2,8,0,0,0,0,0,0,1,0,0,63,Weekday,1,1,6,10.5
10913,Master,Single,0,100,0,56,11.11,7.41,44.44,0,3.7,33.33,1,1,0,2,8,1,0,0,0,0,0,1,0,3,27,Weekday,1,2,4,6.75
3032,Graduation,Married,0,100,0,97,14.51,17.62,32.12,5.7,7.25,22.8,3,4,0,4,9,0,0,0,0,0,0,0,0,2,193,Weekday,1,0,11,17.54545455
8524,PhD,Divorced,0,100,0,15,39.6,2.97,29.7,9.9,6.93,10.89,3,3,0,3,9,0,0,0,0,0,0,1,1,3,101,Weekday,1,1,9,11.22222222
3334,Graduation,Married,2,0,0,35,39.76,6.47,36.05,4.79,6.47,6.47,0,5,7,9,1,0,0,1,1,0,0,0,2,0,2211,Weekday,0,2,21,105.2857143
4470,Master,Married,1,0,100,3,44.29,0.71,31.43,4.29,3.57,15.71,1,2,1,4,4,0,0,0,0,0,0,0,1,2,140,Weekday,1,0,8,17.5
1406,Graduation,Single,1,50,50,49,67.47,1.69,19.52,4.82,0,6.51,8,6,3,5,7,0,0,0,0,0,0,0,1,2,415,Weekday,2,0,22,18.86363636
8619,Graduation,Live_in,0,0,100,4,40.91,0,27.27,13.64,4.55,13.64,1,0,0,3,5,0,0,0,0,0,0,0,1,3,22,Weekend,1,0,4,5.5
10821,Graduation,Married,1,50,50,45,69.2,1.52,12.55,0,0.76,15.97,6,4,1,5,7,0,0,0,0,0,0,0,0,2,263,Weekday,2,0,16,16.4375
4552,Graduation,Married,1,0,0,37,21.12,0.51,25.7,16.28,6.62,29.77,1,3,5,3,4,0,0,0,0,0,0,0,0,2,393,Weekday,0,0,12,32.75
